old_name,new_name
geothermisches-potenzial-spezifische-wärmeleitfähigkeit-bis-40-m-flächen-wfs,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-40-m-flachen-wfs-6d816e71
geothermisches-potenzial-spezifische-wärmeleitfähigkeit-bis-40-m-wms,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-40-m-wms-9210187f
geothermisches-potenzial-spezifische-wärmeleitfähigkeit-bis-60-m-bohrpunkte-wfs,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-60-m-bohrpunkte-wfs-c2bc5c06
geothermisches-potenzial-spezifische-wärmeleitfähigkeit-bis-60-m-flächen-wfs,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-60-m-flachen-wfs-4a2eeed2
geothermisches-potenzial-spezifische-wärmeleitfähigkeit-bis-60-m-wms,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-60-m-wms-19189e1c
geothermisches-potenzial-spezifische-wärmeleitfähigkeit-bis-80-m-bohrpunkte-wfs,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-80-m-bohrpunkte-wfs-0ad520c0
geothermisches-potenzial-spezifische-wärmeleitfähigkeit-bis-80-m-flächen-wfs,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-80-m-flachen-wfs-f1db97ff
geothermisches-potenzial-spezifische-wärmeleitfähigkeit-bis-80-m-wms,geothermisches-potenzial-spezifische-warmeleitfahigkeit-bis-80-m-wms-772f7906
geplante-bodennutzung-im-inspire-datenmodell-bebauungspläne-atom,geplante-bodennutzung-im-inspire-datenmodell-bebauungsplane-atom-9c27f3c6
geplante-bodennutzung-im-inspire-datenmodell-bebauungspläne-wfs,geplante-bodennutzung-im-inspire-datenmodell-bebauungsplane-wfs-c208b00d
geplante-bodennutzung-im-inspire-datenmodell-bebauungspläne-wms,geplante-bodennutzung-im-inspire-datenmodell-bebauungsplane-wms-f6328205
geplante-bodennutzung-im-inspire-datenmodell-entwicklungsbereiche-atom,geplante-bodennutzung-im-inspire-datenmodell-entwicklungsbereiche-atom-0121e196
geplante-bodennutzung-im-inspire-datenmodell-entwicklungsbereiche-wfs,geplante-bodennutzung-im-inspire-datenmodell-entwicklungsbereiche-wfs-408d87ea
geplante-bodennutzung-im-inspire-datenmodell-entwicklungsbereiche-wms,geplante-bodennutzung-im-inspire-datenmodell-entwicklungsbereiche-wms-3509ad3b
geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete-atom,geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete-atom-155afd15
geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete-wfs,geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete-wfs-5dd19de2
geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete-wms,geplante-bodennutzung-im-inspire-datenmodell-erhaltungsverordnungsgebiete-wms-f5b7b031
geplante-bodennutzung-im-inspire-datenmodell-flächennutzungsplan-berlin-2015-atom,geplante-bodennutzung-im-inspire-datenmodell-flachennutzungsplan-berlin-2015-atom-53dceea5
geplante-bodennutzung-im-inspire-datenmodell-flächennutzungsplan-berlin-2015-wfs,geplante-bodennutzung-im-inspire-datenmodell-flachennutzungsplan-berlin-2015-wfs-7ef1889d
geplante-bodennutzung-im-inspire-datenmodell-flächennutzungsplan-berlin-2015-wms,geplante-bodennutzung-im-inspire-datenmodell-flachennutzungsplan-berlin-2015-wms-30a3d2e0
geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-0,geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-flughafenstandortentwic-445026a1
geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan,geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-flughafenstandortentwic-c0d8f571
geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-hauptstadtregion,geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-hauptstadtregion-berlin-29485210
geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-hauptstadtregion-0,geplante-bodennutzung-im-inspire-datenmodell-landesentwicklungsplan-hauptstadtregion-berlin-6fa1216d
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-biotop-und-artenschutz,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-biotop-und-artenschutz-atom-2fa4835d
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-biotop-und-artenschutz-1,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-biotop-und-artenschutz-wfs-ea2aa0f3
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-biotop-und-artenschutz-0,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-biotop-und-artenschutz-wms-f5b8cb04
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-erholung-und,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-erholung-und-freiraumnutzun-3d5be55b
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-erholung-und-0,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-erholung-und-freiraumnutzun-44e87ef8
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-gesamtstädtische,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-gesamtstadtische-ausgleichs-5603571b
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-gesamtstädtische-0,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-gesamtstadtische-ausgleichs-872d87e6
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-gesamtstädtische-1,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-gesamtstadtische-ausgleichs-b92a28a3
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-landschaftsbild-atom,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-landschaftsbild-atom-3e83ed99
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-landschaftsbild-wms,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-landschaftsbild-wms-abaeb675
geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan,geplante-bodennutzung-im-inspire-datenmodell-lapro-programmplan-naturhaushalt-umweltschutz-eb9d1625
geplante-bodennutzung-im-inspire-datenmodell-sanierungsgebiete-atom,geplante-bodennutzung-im-inspire-datenmodell-sanierungsgebiete-atom-d4fa8bfb
geplante-bodennutzung-im-inspire-datenmodell-sanierungsgebiete-wfs,geplante-bodennutzung-im-inspire-datenmodell-sanierungsgebiete-wfs-2d834565
geplante-bodennutzung-im-inspire-datenmodell-sanierungsgebiete-wms,geplante-bodennutzung-im-inspire-datenmodell-sanierungsgebiete-wms-064a9444
geplante-bodennutzung-im-inspire-datenmodell-vorbereitende-untersuchungen-atom,geplante-bodennutzung-im-inspire-datenmodell-vorbereitende-untersuchungen-atom-6974ea59
geplante-bodennutzung-im-inspire-datenmodell-vorbereitende-untersuchungen-wfs,geplante-bodennutzung-im-inspire-datenmodell-vorbereitende-untersuchungen-wfs-957b197b
geplante-bodennutzung-im-inspire-datenmodell-vorbereitende-untersuchungen-wms,geplante-bodennutzung-im-inspire-datenmodell-vorbereitende-untersuchungen-wms-a43b8494
geplante-bodennutzung-im-inspire-datenmodell-vorkaufsrechtsverordnungen-atom,geplante-bodennutzung-im-inspire-datenmodell-vorkaufsrechtsverordnungen-atom-ca3d2cd2
geplante-bodennutzung-im-inspire-datenmodell-vorkaufsrechtsverordnungen-wfs,geplante-bodennutzung-im-inspire-datenmodell-vorkaufsrechtsverordnungen-wfs-d4a2dd64
geplante-bodennutzung-im-inspire-datenmodell-vorkaufsrechtsverordnungen-wms,geplante-bodennutzung-im-inspire-datenmodell-vorkaufsrechtsverordnungen-wms-47d8ae27
gesamtabfluss-aus-niederschlägen-2001-umweltatlas-wms,gesamtabfluss-aus-niederschlagen-2001-umweltatlas-wms-c834e24f
gesamtabfluss-aus-niederschlägen-2005-umweltatlas-wms,gesamtabfluss-aus-niederschlagen-2005-umweltatlas-wms-c0a0e102
gesamtabfluss-aus-niederschlägen-2017-umweltatlas-wms,gesamtabfluss-aus-niederschlagen-2017-umweltatlas-wms-37c51110
gesamtindex-soziale-ungleichheit-statusdynamik-index-2019-wms,gesamtindex-soziale-ungleichheit-status-dynamik-index-2019-wms-a6000d6b
gesamtindex-soziale-ungleichheit-statusdynamik-index-2021-wms,gesamtindex-soziale-ungleichheit-status-dynamik-index-2021-wms-ea99d155
gesättigte-wasserdurchlässigkeit-kf-der-böden-2015-umweltatlas-wfs,gesattigte-wasserdurchlassigkeit-kf-der-boden-2015-umweltatlas-wfs-4a001418
gesättigte-wasserdurchlässigkeit-kf-der-böden-2015-umweltatlas-wms,gesattigte-wasserdurchlassigkeit-kf-der-boden-2015-umweltatlas-wms-5355f805
gesättigte-wasserleitfähigkeit-kf-wert-der-böden-2020-umweltatlas-wfs,gesattigte-wasserleitfahigkeit-kf-wert-der-boden-2020-umweltatlas-wfs-58629e0e
gesättigte-wasserleitfähigkeit-kf-wert-der-böden-2020-umweltatlas-wms,gesattigte-wasserleitfahigkeit-kf-wert-der-boden-2020-umweltatlas-wms-28f76f68
gesundheits-und-sozialstrukturatlas-berlin-2022-indexwerte-auf-ebene-der-bezirke,gesundheits-und-sozialstrukturatlas-berlin-2022-indexwerte-auf-ebene-der-bezirke-1190882
gesundheits-und-sozialstrukturatlas-berlin-2022-indexwerte-auf-ebene-der-bezirksregionen,gesundheits-und-sozialstrukturatlas-berlin-2022-indexwerte-auf-ebene-der-bezirksregionen-119115
gesundheits-und-sozialstrukturatlas-berlin-2022-indexwerte-auf-ebene-der-planungsräume,gesundheits-und-sozialstrukturatlas-berlin-2022-indexwerte-auf-ebene-der-planungsraeume-1191176
gesundheits-und-sozialstrukturatlas-berlin-2022-indexwerte-auf-ebene-der-prognoseräume,gesundheits-und-sozialstrukturatlas-berlin-2022-indexwerte-auf-ebene-der-prognoseraeume-1191171
gesundheits-und-sozialstrukturatlas-erwerbs-und-sozialindex-2022-esix-wfs,gesundheits-und-sozialstrukturatlas-erwerbs-und-sozialindex-2022-esix-wfs-9ae34bfb
gesundheits-und-sozialstrukturatlas-erwerbs-und-sozialindex-2022-esix-wms,gesundheits-und-sozialstrukturatlas-erwerbs-und-sozialindex-2022-esix-wms-44a2ff86
gesundheits-und-sozialstrukturatlas-gesundheits-und-sozialindex-2022-gesix-wfs,gesundheits-und-sozialstrukturatlas-gesundheits-und-sozialindex-2022-gesix-wfs-64228345
gesundheits-und-sozialstrukturatlas-gesundheits-und-sozialindex-2022-gesix-wms,gesundheits-und-sozialstrukturatlas-gesundheits-und-sozialindex-2022-gesix-wms-44ab83fa
gesundheits-und-sozialstrukturatlas-kombinierter-gesundheits-und-sozialindex-2022,gesundheits-und-sozialstrukturatlas-kombinierter-gesundheits-und-sozialindex-2022-gesix-ges-4479e91f
gesundheits-und-sozialstrukturatlas-kombinierter-gesundheits-und-sozialindex-2022-0,gesundheits-und-sozialstrukturatlas-kombinierter-gesundheits-und-sozialindex-2022-gesix-ges-f3dab098
gesundheits-und-sozialstrukturatlas-trend-gesundheits-und-sozialindex-2022-gesix-trend-0,gesundheits-und-sozialstrukturatlas-trend-gesundheits-und-sozialindex-2022-gesix-trend-wfs-6e4a565e
gesundheits-und-sozialstrukturatlas-trend-gesundheits-und-sozialindex-2022-gesix-trend,gesundheits-und-sozialstrukturatlas-trend-gesundheits-und-sozialindex-2022-gesix-trend-wms-4762454d
gewässerkarte-atom,gewasserkarte-atom-0a13b5c9
gewässerkarte-wms,gewasserkarte-wms-d040fb30
gewerbeanmeldungen-und-betriebsgründungen-2001-2019,gewerbeanmeldungen-und-betriebsgruendungen-2001-2019
gewerbedaten-der-ihk-berlin,gewerbedaten-ihkberlin
gewerbedaten-ihk-berlin-wfs,gewerbedaten-ihk-berlin-wfs-b76e3aef
gewerbedaten-ihk-berlin-wms,gewerbedaten-ihk-berlin-wms-22590ddc
glossar-zu-daten-für-energyhack-2015,glossar-zu-daten-fur-energyhack-2015
grillflächen-wfs,grillflachen-wfs-f21fca3c
grillflächen-wms,grillflachen-wms-aaeff7f1
großsiedlungen-programme-zur-stärkung-und-förderung-sauberkeit-und-sicherheit-wfs,grosssiedlungen-programme-zur-starkung-und-forderung-sauberkeit-und-sicherheit-wfs-d3f87bcd
großsiedlungen-programme-zur-stärkung-und-förderung-sauberkeit-und-sicherheit-wms,grosssiedlungen-programme-zur-starkung-und-forderung-sauberkeit-und-sicherheit-wms-fa976082
grünanlagenbestand-berlin-einschl-der-öffentlichen-spielplätze-grünanlagen-wfs,grunanlagenbestand-berlin-einschl-der-offentlichen-spielplatze-grunanlagen-wfs-4dc20cc7
grünanlagenbestand-berlin-einschl-der-öffentlichen-spielplätze-spielplätze-wfs,grunanlagenbestand-berlin-einschl-der-offentlichen-spielplatze-spielplatze-wfs-4cf67392
grünanlagenbestand-berlin-einschließlich-der-öffentlichen-spielplätze-wms,grunanlagenbestand-berlin-einschliesslich-der-offentlichen-spielplatze-wms-1a1d627a
gründächer-2016-umweltatlas-wms,grundacher-2016-umweltatlas-wms-b90e4b27
gründächer-2020-umweltatlas-wms,grundacher-2020-umweltatlas-wms-3c01b915
gründächer-block-und-blockteilflächen-2016-umweltatlas-wfs,grundacher-block-und-blockteilflachen-2016-umweltatlas-wfs-2ca8c175
gründächer-block-und-blockteilflächen-2020-umweltatlas-wfs,grundacher-block-und-blockteilflachen-2020-umweltatlas-wfs-3bfe4c96
gründächer-dachteilflächen-gebäude-2016-umweltatlas-wfs,grundacher-dachteilflachen-gebaude-2016-umweltatlas-wfs-ad9e620f
gründächer-dachteilflächen-gebäude-2020-umweltatlas-wfs,grundacher-dachteilflachen-gebaude-2020-umweltatlas-wfs-884dceb8
gründächer-dachteilflächen-tiefgaragen-2016-umweltatlas-wfs,grundacher-dachteilflachen-tiefgaragen-2016-umweltatlas-wfs-d4e8acce
gründächer-dachteilflächen-tiefgaragen-2020-umweltatlas-wfs,grundacher-dachteilflachen-tiefgaragen-2020-umweltatlas-wfs-b194799f
gründächer-gebäudeflächen-2016-umweltatlas-wfs,grundacher-gebaudeflachen-2016-umweltatlas-wfs-41a86500
gründächer-gebäudeflächen-2020-umweltatlas-wfs,grundacher-gebaudeflachen-2020-umweltatlas-wfs-fdb716d4
grundschuleinzugsbereiche-geometrien-berlin-2012-mit-demographischen-merkmalen,grundschuleinzugsbereiche-geometrien-in-berlin-2012-mit-demographischen-merkmalen
gründungen-und-insolvenzen,grundungen-und-insolvenzen
grundwasserabhängige-ökosysteme-umweltatlas-wfs,grundwasserabhangige-okosysteme-umweltatlas-wfs-049ad165
grundwasserabhängige-ökosysteme-umweltatlas-wms,grundwasserabhangige-okosysteme-umweltatlas-wms-c901c5a7
grundwassergleichen-2011-umweltatlas-wms,grundwassergleichen-2011-umweltatlas-wms-9a2b8137
grundwassergleichen-2012-umweltatlas-wms,grundwassergleichen-2012-umweltatlas-wms-4a7b6b64
grundwassergleichen-2013-umweltatlas-wms,grundwassergleichen-2013-umweltatlas-wms-621a0d38
grundwassergleichen-2014-umweltatlas-wms,grundwassergleichen-2014-umweltatlas-wms-85afb442
grundwassergleichen-2015-umweltatlas-wms,grundwassergleichen-2015-umweltatlas-wms-a0ae2dc9
grundwassergleichen-2016-umweltatlas-wms,grundwassergleichen-2016-umweltatlas-wms-96b5efc9
grundwassergleichen-2018-umweltatlas-wms,grundwassergleichen-2018-umweltatlas-wms-c3b7a835
grundwassergleichen-2019-umweltatlas-wms,grundwassergleichen-2019-umweltatlas-wms-d840f7b2
grundwassergleichen-2020-umweltatlas-wms,grundwassergleichen-2020-umweltatlas-wms-d26c607d
grundwassergleichen-des-hauptgrundwasserleiters-2015-umweltatlas-wfs,grundwassergleichen-des-hauptgrundwasserleiters-2015-umweltatlas-wfs-0471214a
grundwassergleichen-des-hauptgrundwasserleiters-2016-umweltatlas-wfs,grundwassergleichen-des-hauptgrundwasserleiters-2016-umweltatlas-wfs-53e97004
grundwassergleichen-des-hauptgrundwasserleiters-2017-umweltatlas-wfs,grundwassergleichen-des-hauptgrundwasserleiters-2017-umweltatlas-wfs-cb18256c
grundwassergleichen-des-hauptgrundwasserleiters-2018-umweltatlas-wfs,grundwassergleichen-des-hauptgrundwasserleiters-2018-umweltatlas-wfs-b6c4b473
grundwassergleichen-des-hauptgrundwasserleiters-2019-umweltatlas-wfs,grundwassergleichen-des-hauptgrundwasserleiters-2019-umweltatlas-wfs-0ed0e93b
grundwassergleichen-des-hauptgrundwasserleiters-2020-linien-umweltatlas-wfs,grundwassergleichen-des-hauptgrundwasserleiters-2020-linien-umweltatlas-wfs-0fba17cb
grundwassergleichen-des-panketalgrundwasserleiters-2015-umweltatlas-wfs,grundwassergleichen-des-panketalgrundwasserleiters-2015-umweltatlas-wfs-43a74a81
grundwassergleichen-des-panketalgrundwasserleiters-2016-umweltatlas-wfs,grundwassergleichen-des-panketalgrundwasserleiters-2016-umweltatlas-wfs-14861d95
grundwassergleichen-des-panketalgrundwasserleiters-2017-umweltatlas-wfs,grundwassergleichen-des-panketalgrundwasserleiters-2017-umweltatlas-wfs-ef1809ad
grundwassergleichen-des-panketalgrundwasserleiters-2018-umweltatlas-wfs,grundwassergleichen-des-panketalgrundwasserleiters-2018-umweltatlas-wfs-e8f6b29b
grundwassergleichen-des-panketalgrundwasserleiters-2019-umweltatlas-wfs,grundwassergleichen-des-panketalgrundwasserleiters-2019-umweltatlas-wfs-52bda172
grundwassergleichen-des-panketalgrundwasserleiters-2020-linien-umweltatlas-wfs,grundwassergleichen-des-panketalgrundwasserleiters-2020-linien-umweltatlas-wfs-c1722af5
grundwassergüte-ammonium-umweltatlas-wfs,grundwassergute-ammonium-umweltatlas-wfs-e093b460
grundwassergüte-ammonium-umweltatlas-wms,grundwassergute-ammonium-umweltatlas-wms-f54e05f9
grundwassergüte-bor-umweltatlas-wfs,grundwassergute-bor-umweltatlas-wfs-24be547a
grundwassergüte-bor-umweltatlas-wms,grundwassergute-bor-umweltatlas-wms-d09b88e8
grundwassergüte-chemischer-sauerstoffverbrauch-umweltatlas-wfs,grundwassergute-chemischer-sauerstoffverbrauch-umweltatlas-wfs-3b28d9e9
grundwassergüte-chemischer-sauerstoffverbrauch-umweltatlas-wms,grundwassergute-chemischer-sauerstoffverbrauch-umweltatlas-wms-fb59483b
grundwassergüte-chlor-umweltatlas-wfs,grundwassergute-chlor-umweltatlas-wfs-73116f3c
grundwassergüte-chlor-umweltatlas-wms,grundwassergute-chlor-umweltatlas-wms-ebf5ab76
grundwassergüte-elektrische-leitfähigkeit-umweltatlas-wfs,grundwassergute-elektrische-leitfahigkeit-umweltatlas-wfs-49aa05b8
grundwassergüte-elektrische-leitfähigkeit-umweltatlas-wms,grundwassergute-elektrische-leitfahigkeit-umweltatlas-wms-08e1c7a8
grundwassergüte-kalium-umweltatlas-wfs,grundwassergute-kalium-umweltatlas-wfs-d6133e90
grundwassergüte-kalium-umweltatlas-wms,grundwassergute-kalium-umweltatlas-wms-0395a98e
grundwassergüte-ortho-phosphat-umweltatlas-wfs,grundwassergute-ortho-phosphat-umweltatlas-wfs-e1bcccd2
grundwassergüte-ortho-phosphat-umweltatlas-wms,grundwassergute-ortho-phosphat-umweltatlas-wms-d08fd401
grundwassergüte-sulfat-umweltatlas-wfs,grundwassergute-sulfat-umweltatlas-wfs-b051ea94
grundwassergüte-sulfat-umweltatlas-wms,grundwassergute-sulfat-umweltatlas-wms-1b490ec8
grundwassermessstellen-wfs,grundwassermessstellen-wfs-2b515158
grundwassermessstellen-wms,grundwassermessstellen-wms-a3dc4bc8
grundwasserneubildung-2005-umweltatlas-wms,grundwasserneubildung-2005-umweltatlas-wms-814382d2
grundwasserneubildung-2017-umweltatlas-wfs,grundwasserneubildung-2017-umweltatlas-wfs-576e8d38
grundwasserneubildung-2017-umweltatlas-wms,grundwasserneubildung-2017-umweltatlas-wms-d7d6aa3e
grundwassertemperatur-100m-unter-geländeoberfläche-2012-umweltatlas-wfs,grundwassertemperatur-100m-unter-gelandeoberflache-2012-umweltatlas-wfs-1cf16569
grundwassertemperatur-100m-unter-geländeoberfläche-2012-umweltatlas-wms,grundwassertemperatur-100m-unter-gelandeoberflache-2012-umweltatlas-wms-4f58fea8
grundwassertemperatur-100m-unter-geländeoberfläche-2015-umweltatlas-wfs,grundwassertemperatur-100m-unter-gelandeoberflache-2015-umweltatlas-wfs-edd0461e
grundwassertemperatur-100m-unter-geländeoberfläche-2015-umweltatlas-wms,grundwassertemperatur-100m-unter-gelandeoberflache-2015-umweltatlas-wms-e0083457
grundwassertemperatur-100m-unter-geländeoberfläche-2020-umweltatlas-wfs,grundwassertemperatur-100m-unter-gelandeoberflache-2020-umweltatlas-wfs-b89bfe25
grundwassertemperatur-100m-unter-geländeoberfläche-2020-umweltatlas-wms,grundwassertemperatur-100m-unter-gelandeoberflache-2020-umweltatlas-wms-971368de
grundwassertemperatur-20m-unter-geländeoberfläche-2010-umweltatlas-wfs,grundwassertemperatur-20m-unter-gelandeoberflache-2010-umweltatlas-wfs-3dfd06f1
grundwassertemperatur-20m-unter-geländeoberfläche-2010-umweltatlas-wms,grundwassertemperatur-20m-unter-gelandeoberflache-2010-umweltatlas-wms-d002b230
grundwassertemperatur-20m-unter-geländeoberfläche-2012-umweltatlas-wfs,grundwassertemperatur-20m-unter-gelandeoberflache-2012-umweltatlas-wfs-d2525f5c
grundwassertemperatur-20m-unter-geländeoberfläche-2015-umweltatlas-wfs,grundwassertemperatur-20m-unter-gelandeoberflache-2015-umweltatlas-wfs-93ad43ff
grundwassertemperatur-20m-unter-geländeoberfläche-2015-umweltatlas-wms,grundwassertemperatur-20m-unter-gelandeoberflache-2015-umweltatlas-wms-7bbd1536
grundwassertemperatur-20m-unter-geländeoberfläche-2020-umweltatlas-wfs,grundwassertemperatur-20m-unter-gelandeoberflache-2020-umweltatlas-wfs-1b2641f2
grundwassertemperatur-20m-unter-geländeoberfläche-2020-umweltatlas-wms,grundwassertemperatur-20m-unter-gelandeoberflache-2020-umweltatlas-wms-5339ba08
grundwassertemperatur-40m-unter-geländeoberfläche-2012-umweltatlas-wfs,grundwassertemperatur-40m-unter-gelandeoberflache-2012-umweltatlas-wfs-455e16d4
grundwassertemperatur-40m-unter-geländeoberfläche-2012-umweltatlas-wms,grundwassertemperatur-40m-unter-gelandeoberflache-2012-umweltatlas-wms-9206c184
grundwassertemperatur-40m-unter-geländeoberfläche-2015-umweltatlas-wfs,grundwassertemperatur-40m-unter-gelandeoberflache-2015-umweltatlas-wfs-5265c395
grundwassertemperatur-40m-unter-geländeoberfläche-2015-umweltatlas-wms,grundwassertemperatur-40m-unter-gelandeoberflache-2015-umweltatlas-wms-7df9f970
grundwassertemperatur-40m-unter-geländeoberfläche-2020-umweltatlas-wfs,grundwassertemperatur-40m-unter-gelandeoberflache-2020-umweltatlas-wfs-d4cf6485
grundwassertemperatur-40m-unter-geländeoberfläche-2020-umweltatlas-wms,grundwassertemperatur-40m-unter-gelandeoberflache-2020-umweltatlas-wms-a9d83f52
grundwassertemperatur-60m-unter-geländeoberfläche-2012-umweltatlas-wfs,grundwassertemperatur-60m-unter-gelandeoberflache-2012-umweltatlas-wfs-221aeb92
grundwassertemperatur-60m-unter-geländeoberfläche-2012-umweltatlas-wms,grundwassertemperatur-60m-unter-gelandeoberflache-2012-umweltatlas-wms-d16ce935
grundwassertemperatur-60m-unter-geländeoberfläche-2015-umweltatlas-wfs,grundwassertemperatur-60m-unter-gelandeoberflache-2015-umweltatlas-wfs-9054cd32
grundwassertemperatur-60m-unter-geländeoberfläche-2015-umweltatlas-wms,grundwassertemperatur-60m-unter-gelandeoberflache-2015-umweltatlas-wms-35701fdd
grundwassertemperatur-60m-unter-geländeoberfläche-2020-umweltatlas-wfs,grundwassertemperatur-60m-unter-gelandeoberflache-2020-umweltatlas-wfs-b31a00a8
grundwassertemperatur-60m-unter-geländeoberfläche-2020-umweltatlas-wms,grundwassertemperatur-60m-unter-gelandeoberflache-2020-umweltatlas-wms-ec8a4585
grundwassertemperatur-80m-unter-geländeoberfläche-2012-umweltatlas-wfs,grundwassertemperatur-80m-unter-gelandeoberflache-2012-umweltatlas-wfs-08b99e38
grundwassertemperatur-80m-unter-geländeoberfläche-2012-umweltatlas-wms,grundwassertemperatur-80m-unter-gelandeoberflache-2012-umweltatlas-wms-9aed36db
grundwassertemperatur-80m-unter-geländeoberfläche-2015-umweltatlas-wfs,grundwassertemperatur-80m-unter-gelandeoberflache-2015-umweltatlas-wfs-3e173f6c
grundwassertemperatur-80m-unter-geländeoberfläche-2015-umweltatlas-wms,grundwassertemperatur-80m-unter-gelandeoberflache-2015-umweltatlas-wms-d63d44c4
grundwassertemperatur-80m-unter-geländeoberfläche-2020-umweltatlas-wfs,grundwassertemperatur-80m-unter-gelandeoberflache-2020-umweltatlas-wfs-7bdfdbed
grundwassertemperatur-80m-unter-geländeoberfläche-2020-umweltatlas-wms,grundwassertemperatur-80m-unter-gelandeoberflache-2020-umweltatlas-wms-718f6056
grundwassertemperatur-bezugshorizont-0m-2010-umweltatlas-wfs,grundwassertemperatur-bezugshorizont-0m-2010-umweltatlas-wfs-643b3932
grundwassertemperatur-durchschnittstemperatur-des-grundwassers-0-m-100-m-unter,grundwassertemperatur-durchschnittstemperatur-des-grundwassers-0-m-100-m-unter-gelandeoberf-348e9709
grundwassertemperatur-durchschnittstemperatur-des-grundwassers-0-m-100-m-unter-0,grundwassertemperatur-durchschnittstemperatur-des-grundwassers-0-m-100-m-unter-gelandeoberf-81dc9185
grundwassertemperatur-durchschnittstemperatur-des-grundwassers-0-m-50-m-unter,grundwassertemperatur-durchschnittstemperatur-des-grundwassers-0-m-50-m-unter-gelandeoberfl-8af0ccd0
grundwassertemperatur-durchschnittstemperatur-des-grundwassers-0-m-50-m-unter-0,grundwassertemperatur-durchschnittstemperatur-des-grundwassers-0-m-50-m-unter-gelandeoberfl-b83af439
grundwassertemperatur-durchschnittstemperatur-des-grundwassers-20-100m-unter,grundwassertemperatur-durchschnittstemperatur-des-grundwassers-20-100m-unter-gelandeoberfla-7f453d7b
grundwassertemperatur-durchschnittstemperatur-des-grundwassers-20-100-m-unter,grundwassertemperatur-durchschnittstemperatur-des-grundwassers-20-100-m-unter-gelandeoberfl-a937479c
grundwassertemperatur-für-den-bezugshorizont-0m-nhn-1978-bis-1998-umweltatlas-wms,grundwassertemperatur-fur-den-bezugshorizont-0m-nhn-1978-bis-1998-umweltatlas-wms-fb1a162f
grundwassertemperatur-für-den-bezugshorizont-0m-nhn-2010-umweltatlas-wms,grundwassertemperatur-fur-den-bezugshorizont-0m-nhn-2010-umweltatlas-wms-f96b3e57
grün-und-freiflächenbestand-1990-umweltatlas-wms,grun-und-freiflachenbestand-1990-umweltatlas-wms-376a327d
grün-und-freiflächenbestand-2000-umweltatlas-wms,grun-und-freiflachenbestand-2000-umweltatlas-wms-4fa0ec7c
grün-und-freiflächenbestand-2001-umweltatlas-wms,grun-und-freiflachenbestand-2001-umweltatlas-wms-d1e429a7
grün-und-freiflächenbestand-2005-umweltatlas-wms,grun-und-freiflachenbestand-2005-umweltatlas-wms-1313c6af
grün-und-freiflächenbestand-2010-umweltatlas-wfs,grun-und-freiflachenbestand-2010-umweltatlas-wfs-c5f4ffbf
grün-und-freiflächenbestand-2010-umweltatlas-wms,grun-und-freiflachenbestand-2010-umweltatlas-wms-74d03248
grün-und-freiflächenbestand-2015-umweltatlas-wms,grun-und-freiflachenbestand-2015-umweltatlas-wms-db33bf1a
